incident_id,source_agency,provider_bucket,incident__source__date_occurred,incident__context__region,incident__context__operator,incident__event__top_event,incident__event__incident_type,incident__event__summary,json_path
Status_Change_Summary_Atchison_(MGPI_R5)_O-ARAR,CSB,schema_v2_3,2016-10-21,"Atchison, Kansas","MGPI Processing, Inc.",Loss of Containment,Toxic Chemical Release,"On October 21, 2016, a chemical release occurred at the MGPI Processing, Inc. plant in Atchison, Kansas when a chemical delivery truck owned and operated by Harcros Chemicals, Inc. was inadvertently connected to a tank containing incompatible material. The chemical reaction generated a plume that led to a shelter-in-place order for thousands of residents and at least 120 people seeking medical attention.",data/structured/incidents/schema_v2_3/Status_Change_Summary_Atchison_(MGPI_R5)_O-ARAR.json
Status_Change_Summary_Bio-Lab_(Bio-Lab_R1)_C-AA,CSB,schema_v2_3,2020-08-27,"Westlake, Louisiana, USA","Bio-Lab, Inc.",Loss of Containment,Chemical Fire and Release,"On August 27, 2020, Category 4 Hurricane Laura caused severe damage to multiple buildings storing trichloroisocyanuric acid (TCCA) at the Bio-Lab facility in Westlake, Louisiana. Rainwater contacted the exposed TCCA, initiating a chemical reaction and decomposition. The resulting heat started a fire and released a large plume of hazardous gases including toxic chlorine over the nearby community. No injuries were reported. The facility underwent approximately $250 million in redesign and reconstruction before resuming operations in March 2023.",data/structured/incidents/schema_v2_3/Status_Change_Summary_Bio-Lab_(Bio-Lab_R1)_C-AA.json
Status_Change_Summary_CGA_(FFG_R9)_O-AREAR,UNKNOWN,schema_v2_3,2021-01-28,"Gainesville, GA, USA",Foundation Food Group (FFG),Loss of Containment,Cryogenic Asphyxiation,"On January 28, 2021, liquid nitrogen overflowed from an immersion freezer at Foundation Food Group facility in Gainesville, GA while two maintenance employees were troubleshooting the equipment. The liquid nitrogen quickly vaporized and created an oxygen deficient atmosphere. Two maintenance employees were fatally injured. During rescue attempts, four additional employees were fatally injured and three more employees plus one firefighter were seriously injured from oxygen deprivation. The incident resulted in an estimated $1.95 million in damage.",data/structured/incidents/schema_v2_3/Status_Change_Summary_CGA_(FFG_R9)_O-AREAR.json
Status_Change_Summary_CGA_(Watson_R1)_C-AA,CSB,schema_v2_3,2020-01-24,"Houston, Texas, USA",Watson Grinding and Manufacturing Co.,Loss of Containment,Explosion and Fire,"On January 24, 2020, a leak of propylene from a high velocity oxygen fuel (HVOF) thermal spray process resulted in an explosion at the Watson Grinding facility in Houston, Texas. The leak was caused by a disconnected hose inside one of the facility's coating booths. The explosion fatally injured two employees and a member of the public, with two additional employees injured. The explosion damaged hundreds of nearby structures, including homes and several businesses.",data/structured/incidents/schema_v2_3/Status_Change_Summary_CGA_(Watson_R1)_C-AA.json
Status_Change_Summary_Carbide_(Carbide_R02)_C-NLA,CSB,schema_v2_3,2011-03-21,"Louisville, Kentucky, USA",Carbide Industries LLC,Loss of Containment - Furnace Explosion,Explosion,"On March 21, 2011, an electric arc furnace exploded at Carbide Industries in Louisville, Kentucky. Two workers sustained fatal injuries after hot gases and debris blown from the furnace broke through the double-pane reinforced glass window of the control room, which was located only 12 feet from the furnace. A third worker also sustained injuries. The investigation found that furnace overpressure events occurred a few times a year but were not investigated for root cause. Water leaks into the furnace could contribute to overpressure events, but Carbide did not have a robust inspection and mechanical integrity program. The close proximity of the control room to the furnace was not addressed despite previous overpressure events breaking control room windows.",data/structured/incidents/schema_v2_3/Status_Change_Summary_Carbide_(Carbide_R02)_C-NLA.json
Status_Change_Summary_City_of_Dalton_MFG_R9_C-AA,CSB,schema_v2_3,2004-04-12,"Dalton, Georgia",MFG Chemical Inc.,Loss of Containment,Toxic Gas Release,"On April 12, 2004, during first full-scale production of triallyl cyanurate at MFG Chemical's Callahan Road Plant in Dalton, Georgia, a runaway chemical reaction over-pressurized a 4000-gallon reactor, releasing highly toxic and flammable allyl alcohol and toxic allyl chloride into the community. More than 200 families were evacuated. One employee received chemical burns and 154 people, including 15 emergency responders, required decontamination and treatment. Emergency response was hampered by inadequate procedures, lack of protective equipment for police, unauthorized reentry of MFG personnel, and uncoordinated incident command.",data/structured/incidents/schema_v2_3/Status_Change_Summary_City_of_Dalton_MFG_R9_C-AA.json
Status_Change_Summary_Cuisine_(Cuisine_R3),UNKNOWN,schema_v2_3,2024-07-31,"Sterling, VA","Cuisine Solutions, Inc.",Loss of Containment,Toxic Release,"On July 31, 2024, anhydrous ammonia was discharged from a pressure relief device in the refrigeration system at the Cuisine Solutions facility in Sterling, VA. During the evacuation, workers were exposed to ammonia and four were seriously injured.",data/structured/incidents/schema_v2_3/Status_Change_Summary_Cuisine_(Cuisine_R3).json
Status_Change_Summary_Didion_(Didion_R1)_C-AA,CSB,schema_v2_3,2017-05-31,"Cambria, Wisconsin, USA","Didion Milling, Inc.",Loss of Containment,Explosion and Fire,"On May 31, 2017, an explosion and fire occurred at the Didion Milling facility in Cambria, Wisconsin. The fire spread throughout the facility resulting in multiple combustible dust explosions both within and external to the production equipment. Five employees were fatally injured and 14 were injured. Fatalities and injuries were caused by exposure to flames from combustible dust explosions and flash fires, and building collapse. The incident resulted in an estimated $15.37 million in property damage. The CSB investigation found ineffective combustible dust safety management, ineffective process safety leadership, and lack of regulatory coverage for combustible dusts.",data/structured/incidents/schema_v2_3/Status_Change_Summary_Didion_(Didion_R1)_C-AA.json
Status_Change_Summary_DuPont_LaPorte_(DuPont_LaPorte_R1-R5)_C-NLA_3-5-2018,UNKNOWN,schema_v2_3,2014-11-15,"La Porte, Texas, USA",E. I. du Pont de Nemours (DuPont),Loss of Containment,Toxic Chemical Release,"On November 15, 2014, nearly 24,000 pounds of methyl mercaptan was released inside the Lannate unit at the DuPont chemical manufacturing facility in La Porte, Texas. The release resulted in the fatalities of four employees (three operators and a shift supervisor) inside the Lannate manufacturing building. All four victims died from a combination of asphyxia and acute exposure to toxic chemicals including methyl mercaptan. Three victims were located on the third floor and one was descending the stairs between the third and second floor.",data/structured/incidents/schema_v2_3/Status_Change_Summary_DuPont_LaPorte_(DuPont_LaPorte_R1-R5)_C-NLA_3-5-2018.json
Status_Change_Summary_EPA_(Honeywell_R4),CSB,schema_v2_3,2021-10-01,"Geismar, Louisiana, USA",Honeywell Performance Materials and Technologies,Loss of Containment,Chemical Release,"Three separate chemical incidents occurred from October 2021 to June 2024 at the Honeywell facility in Geismar, Louisiana, involving releases of anhydrous hydrogen fluoride from the HFC-245fa unit. The first two incidents occurred during reactor startup and the third during planned maintenance work. One worker was fatally injured in the first incident, another was seriously injured in the third. The second incident resulted in substantial property damage and a release of over 800 lbs. of HF and over 1,600 lbs. of chlorine gas when a reboiler exploded.",data/structured/incidents/schema_v2_3/Status_Change_Summary_EPA_(Honeywell_R4).json
Status_Change_Summary_Evergreen_Packaging_(Evergreen_R3-R5)_C-NLA,CSB,schema_v2_3,2020-09-21,"Canton, North Carolina, USA",Evergreen Packaging,Loss of Containment - Fire,Fire during hot work in confined space,"On September 21, 2020, during a planned shutdown at Evergreen Packaging's paper mill in Canton, North Carolina, a fire started inside an upflow tower when an electric heat gun being used to warm resin fell into a five-gallon bucket containing flammable resin. Two contractors working inside connected process vessels (upflow and downflow towers) in a pulp bleaching unit were fatally injured. The incident occurred during simultaneous maintenance operations by two contract companies.",data/structured/incidents/schema_v2_3/Status_Change_Summary_Evergreen_Packaging_(Evergreen_R3-R5)_C-NLA.json
Status_Change_Summary_FEMA_West_R7_F8_C-ERA,CSB,schema_v2_3,2013-04-17,"West, Texas, USA",West Fertilizer Company,Loss of Containment - Explosion,Fire and Explosion,"On April 17, 2013, an explosion and fire occurred at the West Fertilizer Company (WFC), a fertilizer blending, retail, and distribution facility in West, Texas. The violent detonation of fertilizer grade ammonium nitrate (FGAN) fatally injured 12 emergency responders and three members of the public. Local hospitals treated more than 260 injured victims, many of whom required hospital admission. The blast completely destroyed the WFC facility and caused widespread damage to more than 150 offsite buildings.",data/structured/incidents/schema_v2_3/Status_Change_Summary_FEMA_West_R7_F8_C-ERA.json
Status_Change_Summary_Gallatin_Hoeganaes_R11_C-UA,CSB,schema_v2_3,2011-01-01,"Gallatin, Tennessee, USA",Hoeganaes Corporation,Loss of Containment,Flash Fire and Explosion,"Between January and May 2011, three iron dust-related incidents occurred at Hoeganaes Corporation in Gallatin, Tennessee. The first flash fire killed two workers, the second injured one, and the third incident - a hydrogen explosion with resulting iron dust flash fires - killed three and injured two. CSB investigation found inadequate fire department inspections despite the facility being covered by IFC 2006 which incorporates NFPA combustible dust standards. Only three inspections occurred in 12 years prior to the third accident, with no mention of combustible dust hazards despite previous incidents.",data/structured/incidents/schema_v2_3/Status_Change_Summary_Gallatin_Hoeganaes_R11_C-UA.json
Status_Change_Summary_ICC_Third_Coast_C-UA,CSB,schema_v2_3,2002-05-01,"Friendswood, Texas",Third Coast Industries,Loss of Containment - Fire,Fire,"On May 1, 2002, a fire erupted at the Third Coast Industries facility near Friendswood, Texas. The facility blended and packaged motor oils, hydraulic oils, and other highly flammable liquids. Firefighters were unable to control the fire, which burned for 24 hours and consumed 1.2 million gallons of combustible and flammable liquids, destroying the entire site. The facility lacked fire detection equipment, was unstaffed at night, and had no water source for fire suppression. One hundred residents were evacuated and a local school was closed.",data/structured/incidents/schema_v2_3/Status_Change_Summary_ICC_Third_Coast_C-UA.json
Status_Change_Summary_NJ_DCA_(US_Ink_R3)_C-AA,CSB,schema_v2_3,2012-10-09,"East Rutherford, New Jersey",US Ink/Sun Chemical Corporation,Loss of Containment,Flash Fire,"On October 9, 2012, a flash fire at the US Ink/Sun Chemical Corporation ink manufacturing facility in East Rutherford, New Jersey, injured seven workers, including three with third-degree burns. During start-up of a new dust collection system, a flammable mixture of hydrocarbons and combustible dusts accumulated in the ductwork and ignited. The CSB investigation found that improper design and operation of the dust collection system was a causal factor, and that minimum design criteria from NFPA standards had not been followed because the New Jersey Uniform Construction Code exempted process equipment from these requirements.",data/structured/incidents/schema_v2_3/Status_Change_Summary_NJ_DCA_(US_Ink_R3)_C-AA.json
Status_Change_Summary_OSHA_(ComDust_R1)_C-RS_superseded,CSB,schema_v2_3,,United States (44 states),Multiple operators across industries,Combustible Dust Explosions and Fires,Multiple dust explosions,"Between 1980 and 2005, 281 combustible dust incidents occurred across 44 states in various industries, resulting in 119 worker deaths and 718 injuries along with extensive property damage. After investigating three catastrophic dust explosions that killed 14 workers in 2003, the CSB conducted a comprehensive study and recommended OSHA issue a combustible dust standard. Despite regulatory enforcement and educational efforts, OSHA never issued the standard and abandoned rulemaking in 2017. The recommendation was superseded by a new recommendation from the 2023 Didion Milling Company investigation.",data/structured/incidents/schema_v2_3/Status_Change_Summary_OSHA_(ComDust_R1)_C-RS_superseded.json
Status_Change_Summary__ACC_Phosgene_Panel_(DuPont_Belle_R11)__C-AA,CSB,schema_v2_3,2010-01-22,"Belle, West Virginia",DuPont Corporation,Loss of Containment,Multiple toxic chemical releases,"Three accidents occurred over a 33-hour period at DuPont's Belle, West Virginia plant starting January 22, 2010. First, 2,000 pounds of methyl chloride leaked unnoticed for five days. The next morning, an oleum pipe leak produced a fuming cloud of sulfur trioxide. Later that day, a phosgene release from a burst hose exposed a worker who died the following evening. Investigation found common deficiencies in multiple safety management systems and identified that the PTFE-lined braided stainless steel hose was susceptible to phosgene permeability and corrosion.",data/structured/incidents/schema_v2_3/Status_Change_Summary__ACC_Phosgene_Panel_(DuPont_Belle_R11)__C-AA.json
Status_Change_Summary__ACS_(TTU_R2)_C-AA_(1),CSB,schema_v2_3,2010-01-07,"Texas, United States",Texas Tech University,Loss of Containment,Chemical Explosion,"On January 7, 2010, a graduate student in the Chemistry and Biochemistry Department at Texas Tech University was severely injured when the chemical he was working with unexpectedly detonated. The CSB investigation found that the physical hazards of the student's research were not effectively assessed and controlled, and that comprehensive hazard evaluation guidance for research laboratories did not exist.",data/structured/incidents/schema_v2_3/Status_Change_Summary__ACS_(TTU_R2)_C-AA_(1).json
Status_Change_Summary__AL_Solutions_(AL_Solutions_R1-R4)_C-UANRR,CSB,schema_v2_3,2010-12-09,"New Cumberland, West Virginia","AL Solutions, Inc.",Loss of Containment,Dust Explosion and Fire,"On December 9, 2010, a metal dust explosion and fire occurred at the AL Solutions, Inc. facility in New Cumberland, West Virginia, resulting in three employee fatalities and one contractor injury. The incident ultimately caused the shutdown of the plant. The CSB investigation found that AL Solutions did not follow the requirements of NFPA 484: Standard for Combustible Metals to control combustible metal dust hazards and did not sufficiently train employees in combustible metal dust hazards.",data/structured/incidents/schema_v2_3/Status_Change_Summary__AL_Solutions_(AL_Solutions_R1-R4)_C-UANRR.json
Status_Change_Summary__API_(BP_TXC_R4)__C-AA,CSB,schema_v2_3,2005-03-23,"Texas City, Texas, USA",BP,Loss of Containment,Vapor Cloud Explosion and Fire,"On March 23, 2005, a series of explosions and fire occurred at the BP Texas City refinery during the re-starting of an isomerization (ISOM) unit, killing 15 workers, injuring 180, and resulting in substantial economic losses. The event was triggered when a raffinate splitter tower was overfilled during startup. The overfilling caused pressure relief devices to open and dump flammable liquid into a blowdown drum fitted with a stack without a flare. The blowdown drum also overfilled, releasing flammable liquid out of the stack into the surrounding area where it evaporated as it fell to ground. Subsequent ignition of the flammable vapors led to the explosions and fire.",data/structured/incidents/schema_v2_3/Status_Change_Summary__API_(BP_TXC_R4)__C-AA.json
Status_Change_Summary__API_(Oil_Site_Safety_Study_R5)__C-AA,CSB,schema_v2_3,,United States,unknown,Tank Explosion,Multiple Fatal Explosions at Unmanned Storage Facilities,"Between October 2009 and early 2010, three separate fatal explosions occurred at unmanned oil and gas storage tank facilities in Mississippi, Oklahoma, and Texas, killing four people and seriously injuring others. All victims were 25 years or younger. The CSB investigation identified 26 similar incidents between 1983 and 2010 resulting in 44 fatalities and 25 injuries. All incidents involved rural unmanned sites lacking fencing and hazard signage. The CSB found that existing API standards did not adequately address security measures for upstream exploration and production facilities to prevent unauthorized public access.",data/structured/incidents/schema_v2_3/Status_Change_Summary__API_(Oil_Site_Safety_Study_R5)__C-AA.json
Status_Change_Summary__API_(Valero_DE_R6)__C-AA,CSB,schema_v2_3,2005-11-05,"Delaware City, Delaware, USA",Valero Energy Corporation,Loss of Containment,Asphyxiation,"On November 5, 2005, two contractors were overcome and killed by nitrogen gas which displaced oxygen while working near a hydrocracker unit reactor at the Valero refinery in Delaware City, Delaware. One contractor tried to retrieve duct tape that had fallen inside a nitrogen-purged reactor and was overcome by the oxygen-deficient atmosphere. His co-worker attempted rescue and also succumbed to oxygen deprivation.",data/structured/incidents/schema_v2_3/Status_Change_Summary__API_(Valero_DE_R6)__C-AA.json
Status_Change_Summary__ASHRAE_(Honeywell_R22)__C-AA,CSB,schema_v2_3,2003-07-20,"Baton Rouge, Louisiana, USA",Honeywell,Loss of Containment,Toxic Gas Release,"On July 20, 2003, chlorine gas was released from Honeywell's refrigerant manufacturing plant in Baton Rouge, Louisiana, resulting in hospitalization of four workers and requiring nearby residents to shelter in place. Chlorine entered the control room through the HVAC system, forcing employee evacuation before the leak could be stopped, and corroded the process control system rendering it inoperable. Two subsequent incidents occurred: on July 29, 2003, a worker was fatally injured by antimony pentachloride exposure from a gas cylinder release, and on August 13, 2003, two workers were exposed to hydrofluoric acid with one hospitalized. The CSB investigation identified lacking guidance and standards for positive pressure control room design and maintenance in the U.S. chemical industry.",data/structured/incidents/schema_v2_3/Status_Change_Summary__ASHRAE_(Honeywell_R22)__C-AA.json
Status_Change_Summary__ATF_(DEI_R12)__C-UA_NRR,CSB,schema_v2_3,2011-04-08,"Waipahu, Hawaii","Donaldson Enterprises, Inc.",Loss of Containment - Explosion,Explosion and Fire,"On April 8, 2011, an explosion and fire occurred in a leased magazine at Waikele Self Storage in Waipahu, Hawaii that was being used by Donaldson Enterprises, Inc. (DEI) for seized fireworks storage and disposal-related activities. As a result of the explosion and fire, five DEI personnel were fatally injured and a sixth sustained minor injuries. The CSB investigation identified a gap in regulatory guidance and consensus standards pertaining to fireworks disposal or disassembly activities.",data/structured/incidents/schema_v2_3/Status_Change_Summary__ATF_(DEI_R12)__C-UA_NRR.json
Status_Change_Summary__Allied_UR1_thru_UR3__C-NLA,UNKNOWN,schema_v2_3,2008-11-12,"Chesapeake, VA","Allied Terminals, Inc.",Loss of Containment,Catastrophic Tank Failure,"On November 12, 2008, an aboveground storage tank containing liquid fertilizer catastrophically failed at the Allied Terminals distribution facility in Chesapeake, VA. The incident critically injured two contract workers. At least 200,000 gallons of fertilizer were released and some reached the nearby Elizabeth River. Three other tanks with similar hazards were subsequently evaluated and ultimately demolished.",data/structured/incidents/schema_v2_3/Status_Change_Summary__Allied_UR1_thru_UR3__C-NLA.json
Status_Change_Summary__Chlorine_Institute__DPC_Glendale_R14___C-AA,CSB,schema_v2_3,2003-11-17,"Glendale, Arizona",DPC Enterprises,Loss of Containment,Toxic Release,"On November 17, 2003, chlorine gas was released from the DPC Enterprises chlorine repackaging facility in Glendale, Arizona. Fourteen people, including ten police officers, required treatment for chlorine exposure. The release occurred when chlorine vapors from a rail car unloading operation escaped from a scrubbing system designed to capture the material and produce bleach. The release was caused by exhaustion of absorbent chemicals in the scrubber and a back-reaction that released chlorine gas in large quantities.",data/structured/incidents/schema_v2_3/Status_Change_Summary__Chlorine_Institute__DPC_Glendale_R14___C-AA.json
Status_Change_Summary__DuPont_Yerkes_R1-R4,UNKNOWN,schema_v2_3,2010-11-09,"Buffalo, New York, USA",E.I. DuPont de Nemours and Co.,Loss of Containment,Explosion,"On November 9, 2010, one contract worker was killed and another was injured in an explosion at the DuPont Yerkes facility in Buffalo, New York. Contractors were welding atop a 10,000 gallon slurry tank when hot sparks ignited flammable vinyl fluoride vapor that had accumulated inside the tank, triggering an explosion. The investigation found multiple deficiencies in the hot work permitting process, including incomplete permits, lack of hazard verification, failure to isolate the tank from adjacent in-service tanks via an overflow line, and absence of atmospheric testing for flammable vapor.",data/structured/incidents/schema_v2_3/Status_Change_Summary__DuPont_Yerkes_R1-R4.json
Status_Change_Summary__Hayes_R13_C-AA,CSB,schema_v2_3,2003-10-29,"Huntington, Indiana",Hayes Lemmerz,Dust Explosion,Explosion and Fire,"On October 29, 2003, a series of explosions fueled by accumulated aluminum dust severely burned two workers and injured a third at the Hayes Lemmerz aluminum wheel manufacturing plant in Huntington, Indiana. One of the severely burned workers subsequently died. The explosions caused property damage to the facility.",data/structured/incidents/schema_v2_3/Status_Change_Summary__Hayes_R13_C-AA.json
Status_Change_Summary__OSHA_(Partridge_Raleigh_R4)__C-AAA,CSB,schema_v2_3,2006-06-05,"Raleigh, MS",Partridge-Raleigh Oilfield,Loss of Containment,Fire and Explosion,"A fire and explosion occurred at the Partridge-Raleigh Oilfield in Raleigh, MS, on June 5, 2006. Three contractor workers from Stringer's Oilfield Services, Inc., died and another was seriously injured. The workers were preparing to weld pipes attached to oil production tanks. Welding sparks ignited flammable vapors from inside two adjacent tanks which led to an explosion. Key findings found a lack of safe work procedures for hot work and working on elevated surfaces.",data/structured/incidents/schema_v2_3/Status_Change_Summary__OSHA_(Partridge_Raleigh_R4)__C-AAA.json
Status_Change_Summary__OSHA_(UFC_R1_-_R2)__C-R_S__7-5-2017,UNKNOWN,schema_v2_3,2006-06-14,"Bellwood, IL, USA",Universal Form Clamp Company (UFC),Loss of Containment,Explosion and Fire,"On June 14, 2006, workers were heating and mixing flammable solvents in an open top tank in the mixing room at the Universal Form Clamp Company facility in Bellwood, IL. During the heating process, there was a sudden evolution of flammable vapors that ignited, resulting in an explosion and fire. One worker died and five others were injured.",data/structured/incidents/schema_v2_3/Status_Change_Summary__OSHA_(UFC_R1_-_R2)__C-R_S__7-5-2017.json
Status_Change_Summary__Technic_R7__C-AA,CSB,schema_v2_3,2003-02-07,"Cranston, Rhode Island, USA",Technic,Loss of Containment,Explosion and Fire,"On February 7, 2003, an explosion and fire occurred inside a vent collection system at the Technic plating chemicals manufacturing and research facility in Cranston, Rhode Island. The explosion was likely initiated when an employee tapped a small hammer against a duct that sounded blocked. The CSB concluded the explosion resulted from a violent chemical reaction inside the vent collection system, likely caused by either a violent reaction between two incompatible materials or a violent reaction of a shock-sensitive material. One employee was critically injured and eighteen others were sent to the hospital. The surrounding community was evacuated and facility operations were interrupted for several weeks.",data/structured/incidents/schema_v2_3/Status_Change_Summary__Technic_R7__C-AA.json
Status_change_summary-Ghent_R5,CSB,schema_v2_3,2007-01-30,"Ghent, West Virginia, USA",unknown,Loss of Containment,Vapor Cloud Explosion,"On January 30, 2007, a propane explosion at the Little General Store in Ghent, West Virginia, killed four people (two propane service technicians and two emergency responders) and injured six others. A junior propane service technician was transferring liquid propane from an existing tank to a newly installed tank when he removed a plug from the existing tank's liquid withdrawal valve, causing liquid propane to spray out. A large vapor cloud formed and expanded into the store. The technician called his supervisor and then 911, but minutes after emergency responders arrived, the explosion occurred. The explosion leveled the store, destroyed a responding ambulance, and damaged nearby vehicles.",data/structured/incidents/schema_v2_3/Status_change_summary-Ghent_R5.json
Status_change_summary-Honeywell4_DOT1,CSB,schema_v2_3,,Louisiana,unknown,Loss of Containment,Chlorine Release,"CSB investigation into chlorine railcar unloading operations identified the need for remotely operated emergency isolation devices to quickly isolate leaks in flexible hoses or piping components. The investigation emphasized that well-maintained, reliable emergency shutdown systems can significantly reduce potential for significant chlorine releases caused by failures in transfer connections. CSB recommended DOT expand regulatory coverage to include chlorine railcar unloading operations with specific requirements for emergency isolation systems. DOT determined it lacks statutory authority to regulate unloading operations at fixed facilities. OSHA subsequently clarified that Chlorine Institute guidance requiring automatic shutoff valves is considered RAGAGEP under PSM regulations.",data/structured/incidents/schema_v2_3/Status_change_summary-Honeywell4_DOT1.json
Status_change_summary_Veolia_R5,CSB,schema_v2_3,2009-05-04,"West Carrollton, Ohio, USA",Veolia ES Technical Solutions LLC,Loss of Containment,Explosion and Fire,"On May 4, 2009, an explosion and fire occurred at the Veolia ES Technical Solutions LLC facility in West Carrollton, Ohio. Tetrahydrofuran (THF), a flammable organic solvent, was released from a solvent recovery process in a tank farm area. Uncontrolled venting of THF allowed flammable vapors to accumulate to explosive concentrations outside the process equipment. The gas subsequently ignited, likely from two natural gas-fired boilers in a lab/operations building located 30 feet away. The initial blast injured four workers, two seriously. Multiple subsequent explosions significantly damaged the site, and nearby residences and businesses also sustained considerable damage.",data/structured/incidents/schema_v2_3/Status_change_summary_Veolia_R5.json
Status_change_summary__ASCO_R3-4,CSB,schema_v2_3,2005-01-25,"Perth Amboy, NJ",Acetylene Services Company (ASCO),Loss of Containment,Explosion,"On January 25, 2005, an explosion occurred at Acetylene Services Company (ASCO) in Perth Amboy, NJ. Acetylene produced in a generator flowed back past a check valve through a recycled water line and accumulated in a shed, where it ignited and exploded. The check valve, supplied by Rexarc International, Inc., was susceptible to malfunction due to its design.",data/structured/incidents/schema_v2_3/Status_change_summary__ASCO_R3-4.json
Status_change_summary__Sterigenics_R8,CSB,schema_v2_3,2004-08-19,"Ontario, California","Sterigenics International, Inc.",Loss of Containment,Explosion,"On August 19, 2004, an explosion occurred at the Sterigenics International ethylene oxide sterilization facility in Ontario, California. Plant maintenance personnel bypassed safety devices, allowing flammable ethylene oxide to travel through the ventilation system to an open-flame catalytic oxidizer (emissions control device), triggering a large explosion. The facility had more than 5,000 lbs of ethylene oxide on site and was subject to OSHA Process Safety Management standards.",data/structured/incidents/schema_v2_3/Status_change_summary__Sterigenics_R8.json
Urgent_Recommendations_to_Citgo_-_Board_Vote_Copy,UNKNOWN,schema_v2_3,2009-07-19,"Corpus Christi, Texas, USA",CITGO,Loss of Containment,Hydrocarbon Release and Fire with Secondary HF Release,"On July 19, 2009, a hydrocarbon gas release occurred at the CITGO Corpus Christi East Refinery HF alkylation unit when violent shaking in process recycle piping broke two threaded connections. The shaking was caused by nearly complete flow blockage due to sudden failure of a control valve whose internal plug unthreaded from the valve stem. The hydrocarbon cloud ignited causing extensive damage and a multi-day fire. One employee was critically injured and another treated for possible HF exposure. The fire caused multiple failures releasing approximately 21 tons of HF, with the water mitigation system capturing most but an estimated 2-4 tons released to atmosphere. CITGO nearly exhausted its water supply during the incident, requiring emergency salt water pumping from the ship channel.",data/structured/incidents/schema_v2_3/Urgent_Recommendations_to_Citgo_-_Board_Vote_Copy.json
VK%20900%20Cox%20%2022-JUL-23,BSEE,schema_v2_3,2023-07-22,Gulf of Mexico - Viosca Knoll Block 900,"Cox Operating, L.L.C.",Loss of Containment - Diesel Fuel,Fire with evacuation,"On 22 July 2023 at approximately 1240 hours, a fire occurred on VK 900 A Platform when diesel fuel from a tote tank on the top deck spilled onto the hot turbine compressor intake housing on the production deck below. The spill occurred during a diesel transfer operation when operators left the discharge hose in the containment skid during lunch break, causing a siphoning effect that overflowed the containment. Despite firefighting efforts by 6 POB using handheld and wheel unit extinguishers, the fire spread to the 8-man sleeper and grew beyond control. The PIC ordered evacuation at approximately 1320 hours. All personnel safely evacuated via M/V Landon James with no serious injuries. Two supply vessels extinguished the fire using water cannons. Estimated damage: $1.9 million.",data/structured/incidents/schema_v2_3/VK%20900%20Cox%20%2022-JUL-23.json
VK%20915%20%20Anadarko%20Petroleum%20%2024-Nov-2024,BSEE,schema_v2_3,2024-11-24,"Gulf of America, Viosca Knoll Block 915",Occidental Petroleum (owner: Anadarko Petroleum Corporation),Loss of Containment,Gas Release,"On November 24, 2024, at approximately 1710 hours, a 3/4 inch pipe nipple on the sight glass level bridle for Compressor #1 Suction Scrubber cracked and broke, causing a gas release at VK-915A (Marlin) Tension Leg Platform. The gas alarm activated, the Control Room Operator investigated and confirmed the release, and the Emergency Shutdown System shut in the platform. A platform muster was conducted with no injuries. The compressor and scrubber were isolated, the broken nipple was replaced within 30 minutes, and production resumed. Investigation determined the nipple failed due to fatigue cracking from multiple contributing factors including possible over-tightening during installation, vibration from the compressor, and excessive weight from the sight glass level bridle. The operator will submit a Management of Change to install additional support to prevent recurrence.",data/structured/incidents/schema_v2_3/VK%20915%20%20Anadarko%20Petroleum%20%2024-Nov-2024.json
VK%20915%20Anadarko%2004-May-2025,BSEE,schema_v2_3,2025-05-04,"Gulf of America, Viosca Knoll Block 915",Anadarko Petroleum Corporation,Vessel Allision with Platform,Structural Damage,"On 04 May 2025 at 0445 hours, the 178-foot supply vessel M/V Adriatic struck the Marlin Tension Leg Platform (VK 915 A) operated by Anadarko Petroleum Corporation. The vessel's captain was preparing paperwork for a drift test and not focused on navigation. The second captain had been given permission to leave the bridge, leaving no one actively steering the vessel. The bow contacted the Northwest pontoon and the right stern contacted the Southwest pontoon, damaging two production risers (Dorado and Crown and Anchor), a gas lift line, and firewater piping. The platform was manually ESD'd and production was shut in. No injuries or pollution occurred. Estimated damage exceeded $10 million.",data/structured/incidents/schema_v2_3/VK%20915%20Anadarko%2004-May-2025.json
VK%20989%20A%20Talos%2002-Dec-2024,BSEE,schema_v2_3,2024-12-02,"Gulf of America, Viosca Knoll Block 989",Talos Petroleum LLC,Loss of Containment,Gas Release from Subsea Pipeline,"On December 2, 2024, at approximately 0830 hours, a gas release was discovered from subsea flowline pipeline segment 10688 at VK 989 Platform A during pressure testing of a newly replaced Subsea Control Module (SCM) pod. The gas release was detected by control room operators during testing, confirmed by ROV investigation showing gas bubbles at a 90-degree bend in the flowline. The operator immediately suspended testing and isolated the pipeline segment. The suspected cause is corrosion at a previous field repair weld that may have had imperfections. Repair options include installing an engineered clamp or replacing the damaged section with flexible pipe.",data/structured/incidents/schema_v2_3/VK%20989%20A%20Talos%2002-Dec-2024.json
